playlist_id,num_tracks,description,sentiment,name
40leIK4mE2AjcslJ7slaW0,349,"Isochronic tones for concentration, relaxation &amp; meditation. Increase brain power &amp; improve your memory with frequencies to work with less effort.",0.8225,alpha waves ✨ binaural beats for studying/focusing/super learning
41UVXN20nnFJZ5mpr52JXk,29,Save the Playlist to listen to  Latest trending hindi lofi hits 🥰,0.4939,Study hindi 🎧
42x71VuPCzwjwyV3vFJf3F,329,vibes for a leisurely pace ,0.0,mellow study
437XP4inCVv57ii0PNK4eG,53,"you’re in some huge old castle, only to be tucked away in the cozy collection of books",0.3182,studying in a castle library
43ZNRgsnH3LmE6ZrTLiiOa,80,,0.0,Bible Study Instrumentals
44SizYKWC62V6Ti6obMMwT,294,"Study &amp; focus lofi hip hop music beats! Productive focus music, late night reading playlist, writing, working from home, relaxsation &amp; background beats",0.0,study lofi 2024📚
44tjBhIZrNvCfZbc38gUny,57,A playlist featuring Malaysian&#x27;s talented singers &lt;3,0.5106,malay study playlist
45Zxa2TcAcaEE1yxPBO2uX,297,"— when u want to play genshin impact but u also need to study (alternatively, genshin songs to vibe to)",0.2144,study with genshin
471N195f5jAVs086lzYglw,300,"Chill music mix to study to. Mostly Instrumental lofi Beats. <a href=""https://open.spotify.com/user/l70mtbcfoapp3mst5n81hlkz9/playlist/3eoXPcgq5DQmNxzo5qGgZz"">If you want a Classical and Piano playlist click here.</a>",0.0772,Study Music 2023
473qOznVI31DiCRjeszo10,63,"kpop songs to use when you are studying, reading or drawing, good luck with your studying!",0.7345,kpop studying playlist
47YQads8bRKn0uoPT50nd1,109,,0.0,STUDY HYPE: BANGERS ONLY 🪩
47pYiFz7janNBg3LDi25He,69,,0.0,fast paced instrumental study 
47uligsxy2lTIiLOxG0BNp,224,"Lofi hip hop beats to study , focus , concentrate , do homework , work , code , draw , game , chill , relax , space out , daydream &amp; procrastinate to 📚 mellow lo fi hip-hop , relaxing lo-fi hiphop , cozy jazzhop , sleepy boom bap , quiet jazz hop , calm chillout , Chillhop | updated regularly",0.8126,📚 lofi study // focus beats 📚
47x3uqaDayX1Gw8pn3on70,68,christmas music but make it for last minute procrastinating at 3 am before a huge exam || classical + jazz bossa nova,0.4497,studying for finals during christmas season
49NljZ2KE0JrAz0NapcDVt,236,"Escape distraction with score from your favorite <a href=""spotify:user:128899670"">Disney</a> movies.",0.2732,Disney Score To Study To
49XVHyWHTFuUDxfHPJ9uIV,112,,0.0,Studying Music 2023
4ANPW38qMEYQ3Z1mVLrtmm,185,"chillout to lo-fi &amp; down-tempo music &amp; jazzy hip hop vibes for late night studying &amp; reading sessions, working, relaxation, sleep &amp; focus",0.5267,low-fi 2023 🌙 lofi chill beats to study/relax/work
4AfP0heGX3BMrN4vxia2Oj,180,hand over ahsoka s2 rn dave 🫴,0.4939,Calm Star Wars for Study (or crying)
4B5bM83LBjcqtX32WPizQE,90,FINALS WEEK BREAKDOWNS 2023(coming soon to a high school near you),0.0,studying for finals af
4B6uNG5odtliPm37I0t47t,148,,0.0,study music i love
4CIszNsHaS9Su89XWwiOOu,92,,0.0,study music 
4D0Ph3WdmTPCWdSPY80Iov,71,The best songs to study to from the Halo OSTs. Music by the award winning composers Martin O’Donnell and Michael Salvatori.,0.9022,Halo study music 
4D6CQzEHCsKGz9AXnqnZR5,105,Music inspired by the Pokemon game franchise. Great for studying or peaceful relaxation.  Nostalgic and euphoric.,0.959,Pokemon Study
4Da8md2dyG3Z2TeNgTg8mp,60,Songs to have a deep concentration and come up with great ideas... ,0.6249,Pure Math Studying 
4ETfiRPHVmUFLF6q0g8Fux,225,"Pick a task, set a timer, hit play, and get your work done. This is my personal collection of music that I use for focused, deep work.",0.6124,Sunday Study - Thomas Frank's Study Music Selections
4F53d5pUd5S1ECjohvQe7r,33,,0.0,christmas study lofi
4FJh80jgw2dK6DJxQVFeen,189,idk what this is but it has a lot of likes so I’ll keep it,0.5423,studying like rory gilmore
4FWcHo5LUmeLjczq3cAGy8,1208,,0.0,Soundtracks for Studying
4GskLBbexXG3xOR1pQz8aM,128,mainly piano - bts + nct + txt + stray kids + enhypen + blackpink + seventeen + more,0.0,instrumental kpop - study/chill/sleep
4KQAsa7I8Av5W3BKwFdKPk,292,"Electronic music for coding&#x2F;programming, writing, studying or deep concentration. Everything from deep, bassy music to lighter, partly acoustic pieces. Minimal to no vocals for deep focus.",-0.296,"Coding, Studying & Deep Concentration"
4KgW2TuYiX9wogNLmKSxoL,99,taygracelivia supremacy,0.0516,the ultimate study playlist 
4LInpBsDS8tK2vprcygUcr,14,chill drake songs to vibe to while studying.,0.0,drake = study music
4N36JkIteqEuMtel3CqEFR,72,,0.0,classical music for reading/sleeping/studying 
4NkbNYM81uLgdGghq0DvR0,33,the best songs for study motivation and some added weird ones 😌 enjoy,0.8442,Motivating studying playlist
4ONtCU7h04HquY5euUCp67,178,"Feel the power of music as you study and memorize. Empower yourself with powerful melodies, booming symphonies, and the eloquance of violins as musical instruments combine to create these works of art and music. ",0.5994,Motivational Study Music 
4OUETkOpozSmX1FTMpjowR,127,,0.0,Disney Study Music
4OsVH4dDENfFIGEq3Iajr6,143,,0.0,LDS Study music
4PWDedeTtA7CwrR6ilm9k9,288,"Calming brainwave and mind entrainment for focus, reading and studying, with mind beneficial frequencies, beats and delta &amp; theta waves.",0.6808,binaural study music 🙇‍♀️
4Q6wK2MtUuJXk1uszCPlJq,100,LOFI STUDY PLAYLIST 2,0.0,LOFI STUDY PLAYLIST 2
4QG2JlEga9hdQmeh0AW1Uc,293,i do it for the fans ,0.0,study house/edm
4QqPqz1vJ4hrcBoDtx0jyi,288,,0.0,Coffee Shop Studying
4R8F6XK3ho3cYT4CwxkKps,107,,0.0,Beats for Studying
4SBsUdmf5ZZ8wWneDeXZKU,35,,0.0,study instrumentals 🤎
4SuZnvV2mxFDUFacL482v7,135,"Keywords: Focus, memory retention, creativity, brown noise, beta waves, alpha waves, brain waves.",0.3818,Study sounds
4TE2GzD5nqpVxbkxGeIPUv,154,Best songs for deep focus study sessions - sleep - concentrate - relax - drawing &amp; painting.,0.7964,📝 Study Focus
4UfExBGWRg6EiOMR7DdwDc,88,A compilation of the best of the largos of Baroque music to help you focus on your studies,0.7845,Baroque for Studying
4W0fRimDYhZHzM41hcCdxF,700,"A blend of chilled vibes by today's best LoFi, Chillhop &amp; JazzHop beat makers.......perfect for studying, driving, relaxing, reading or just chilling. ",0.8074,LoFi Chillhop Study Beats
4WABbTlY4MNbhN0rL5WWIf,617,,0.0,Country Study Vibes
4Zjli1P13J5mmSCD5iKAXK,124,"mix of various lofi || smooth, easygoing beats for both focus and downtime",0.3182,"lofi 💿 for study, chill, and more"
4axJH5T0SzA0G91NeszOws,161,,0.0,Energizing Study Music - No Lyrics
4b1cXJ3znhQIbsVzzrWfpO,256,"Keep calm &amp; get those tasks done while listening to a relaxing backdrop of peaceful piano &amp; guitar covers, beautiful strings &amp; classical pieces.",0.9118,focus music 2023 👀 study & work instrumental
4bNdIbAZcLuLl1L2C5BHmK,52,Wordless upbeat techno music for studying or editing,0.0,Stay Awake Study Beats
4bcmqDLINbUTg3vXkAyDaP,288,"Time to work and focus. Let these songs help you in your quest to get your work done today. Perfect for focus, study, concentration, art, painting, yoga, meditation, coding. Música Relajante Guitarra.",0.7506,"Office Instrumental (Work, Focus, Concentration, Study, Code)"
4bkPKzCiWagiN12ctMMVbp,91,,0.0,studying nursing 🫁🫀🧠
4clZQ7jcwueai2Lwkuz3eR,155,,0.0,Intense Study Music
4cwnHX3jRNhFwpz8Ifa1DS,215,Coffee Relaxing Jazz - 💌 Contact &#x2F; Submission &#x2F; Support on Spotify: info@unitymediavn.com,0.7096,"Coffee Relaxing Jazz - Relaxing Jazz Instrumental Music For Study, Work, Relax"
4f1TSDuYFA58q73RDse9TI,378,"dark academia light academia soft academia -  elegant moments - classical music for reading, classical music for concentration, classical music for sleeping and relaxation, instrumental music, background music, opera, piano, violin &amp; orchestral masterpieces by the greatest composers of all time.",0.9349,elegant study classical 
4hEIFqfXeXE5GL0xpHtkrW,152,,0.0,chill/study
4hSp0nMk5lQFAPo83dX06h,53,The perfect playlist for studying in an old library with a hot tea or reading in haunted quiet hallways...,0.1531,Dark Academia Study 2023
4hmSP1NnBrvG8KOIB8zGP1,77,,0.0,cozy fall study music
4i1B47cviZ6cYswOCqv9cx,2,,0.0,Focus Beta Waves
4iOLOLLUdKrxd3wZABQufO,129,Quieter songs for devotions&#x2F;journaling or when you’re having a tough day and need something peaceful.  Jesus loves yall!,0.7712,Bible Study Music
4jPTOYVR4qbMEuJ0M1wcMO,380,"Selection of the best lofi fruits chill music &amp; sleep lofi hip hop beats for a perfect rainy night to sleep, study or relax - best lofi sleep music playlist - best lofi songs - lofi hip hop playlist - best study music - lofi playlist - lofi hip hop - chill beats playlist - lo-fi playlist",0.9753,"Lofi Sleep Rain - lofi hip hop beats to study, relax & chill to by lofi fruits"
4ks4JmhL6fcLkQxpexq9y4,131,,0.0,studying 📚☕️🎧
4lBp6ku3WzstvJX9oiILwR,73,cute lofi beats to sleep ㅣ study to ㅣ ringtone ㅣ lofi cute,0.7184,cute lofi beats for studying 💕
4lNXvroWQhqdTXQagWhbue,53,"quizzes, assignments, essays, messy notes, pacing and tea, tea, tea, tea",-0.3612,extreme focus study sessions
4lRtLHDlOobznLKkkvzkoO,568,"Curated playlist of movie, TV, and other favorite scores for study",0.4588,Movie Scores for Study
4lWVA1wQiLKrNw6HqgNvSk,68,It’s all over the place but works for my brain :),0.6124,My ADHD Study Playlist
4mLUimpniG1IxsUEfN7Iup,68,,0.0,cinematic motivational music for studying
4nJT4xCL9QTU52rKR8AH9m,64,,0.0,Star Wars Study Music
4o0oVp0UvCuhcbO6DfeeXI,66,,0.0,winter + studying
4pLS8MzMx0WW9Msstwu8Nw,39,"study playlist, e.g. slower songs, instrumentals that sorta thing; definite studying in a french café kinda vibes",0.2075,studying at a coffee shop
4q5ncajrIiwsTqlTm0dSgn,82,"loop but don&#x27;t shuffle - this playlist is  designed to play instrumental music to study to, with intervals that play more upbeat, lyrical songs to remind you to take a break",0.7351,studying for exams
4qBR3oXAH8Q4g6gmFiFYmR,51,"Without Deep Breath and Want To Be Close (no p3 reincarnation). A classic version of Kimi no Kioku instead of the Reincarnation version. Original playlist is &quot;Emotional Persona Music Mix&quot; video by VERS (Fandom Collective) on YouTube, I moved it to Spotify.",0.1027,persona mix [study/work]
4qHsj64gJa7V2O0y1JUHIY,24,Y&#x27;all making lo fi jazz for studying and that good shit makes me fall asleep here have some upbeat jazz that&#x27;ll keep you awake in your own personal piano bar environment.,-0.1779,Study Jazz (UpBeat)
4qaAiAyBAZAz5znA54zjVY,15,,0.0,folklore instrumental for studying
4rJ7enymF2ZdXkgTcO6GhK,69,A playlist with Islamic nasheeds. Enjoy! &lt;3,0.5411,Nasheeds for studying 📚
4rQmMpIoYpozvWSUy7G9qh,28,,0.0,Disney Scores for Studying
4re594WXol4mEPWvfpPV0C,36,,0.0,hozier studying
4rx3zR4CGngpLjPDO4L7Xu,112,,0.0,folk/indie study instrumentals
4tLyMbr2hKYnycsgdabWc2,74,"Quiet instrumentals for studying, working, and reading. // Need a bit more energy? Try <a href=""https://open.spotify.com/playlist/1TRRZGDH9jAHrC8710I3ab?si=b0abe3f4184b4c8c"">Cozy</a> + <a href=""https://open.spotify.com/artist/4kaKtscY9uw3TitaJYWOyd"">Jeremy Lim on Spotify</a>",0.4124,Focus Instrumentals — Study and Reading Music
4tpc6aQQQXpZvnrWjd5bQB,275,to help you get through the school year (ctto).,0.4019,chill study playlist
4tyfxs9gudrzyrbxSHgp1k,45,"No words, just 8D music that will allow you to study. It will not put you to sleep either. ",0.6523,8D Study Music
4uAjKH707f6tvAp9NqPe5w,86,,0.0,Piano for studying/reading
4wjiDaw31sLQiyNxNlkJAL,358,,0.0,
4x9OtLt7bsmvqktbF0Y0Gm,393,"Lofi Chill beats 2023 - chilled lo-fi music/chillhop/hiphop/jazz vibes, instrumental <a href=""spotify:playlist:4ueznVvkK37XvcP8b5JWjr"">Christmas</a> lounge for studying, reading, working and relaxing the mind. Chillout/down-tempo sleeping rest stress relief",0.5423,"lofi chill beats (sleep, study, relax) lofi hip hop music🎧"
4yUBjPfubLNNqwegxLEf6c,73,kisses my love; lana-taylor-the neighbourhood,0.8176,studying but lana del rey 
4yo2GyYfzYHT6aUIwsYaKC,269,"These songs are royalty free and DMCA strike safe because I own them. Go ahead and play them in your Twitch streams, personal use, and etc for 100% free. No credits required. Enjoy!",0.9348, Lofi Beats To Chill / Sleep / Study / Stream With
50VFSM3FRzsZDEQ4n7aazn,72,"i&#x27;ll be with harry, eric and patrick xx",0.0,studying in a parisian cafe
51xnvswDeZbfyKq5d1ufHT,286,"Uninterrupted ocean waves to calm your mind 🌊  <a href=""https://open.spotify.com/playlist/0vT9eo7gkdWBt0u9xLKJba"">👉 for Gentle Lapping Waves sound try this playlist</a>. Turn on 'crossfade' in your Spotify settings to ensure gapless playback.",0.7783,"Ocean Waves - 🌊 for sleep, study and meditation"
53nQ1YH5Rf67GEvX9TnEu4,186,"Whether you&#x27;re studying for an important test, getting lost in a good book, or just here to feel all the movie feels: enjoy! :D",0.8728,Study Soundtracks 📚
5569wLyZTzcKVjPoUJcNsB,845,"i know u must want to sleep, but u have a lot of homework to do. just do it guys, i trust u n goodnight",0.6808,stay awake to study.
55KysrD8JtxoDh86Orhrsz,117,,0.0,Rainy jazz / Sleep and Study
55Og8jibOPsVpsDvO17kr0,230,"calm songs for study focus and relaxation, i even use this list for sleeping :) hope you like 💕",0.9201,romanticizing studying - calm vibes
569ASLkAaigoLJKsXl17US,70,A collection of ambient music specially curated for study sessions,0.0,Ambient Study Music
56lFzGqHCnzJBihAhBeFGb,167,anime lofi beats to study to,0.0,Anime Study Aesthetic
57Cxkpqj5Li61lsyA5AgVM,69,,0.0,"study hard, music’s harder"
57LBmo2bNlo1FxjapjCd2v,481,jo march writing music,0.0,"film scores for studying, reading, and writing"
59HniR0fkrAp7U8hVTVw4O,278,chill vibes including throwbacks,0.0,study bollywood
59LUwJVpBHWjxyKDDuz4Ld,127,The Study Session series offers a relaxing selection of beats that will make it easier to focus on your task at hand,0.8481,Study Session - beats to study/focus to
59eNNqan4mV7N1y4GHXk6k,150,"The best pop study music songs playlists, perfect to keep you motivated while studying. best pop studying playlist - best pop study playlist - study motivation music - pop studying songs - pop study music - pop music to study top - best studying playlist - pop study playlist - pop songs to study to ",0.9812,Pop Study Music 2023 📚 Study Motivation 📓 Pop Studying Songs 📚 Background Pop Hits
59spCWPwnHRfLpZLtu3mSv,13,,0.0,persona 5 chill/study 
5AN7BoMBsHApQzG7rwZIu1,413,,0.0,Study music with lyrics 
5C6LaUg4XxTgX3IgY7FSle,59,,0.0,BTS Piano Study Playlist
5ClpTvsiRdYyTxC8Iv61Lm,103,moody playlist with classical and instrumental songs for reading and learning while it&#x27;s snowing outside,-0.3612,aesthetic winter study session
5DULiewyGTIOljAPjsanbn,138,,0.0,r&b studying
5DmpDserVHynvvv6A5Q6Oa,15,,0.0,"korean cafe | soft kpop, chill, study"
5DuRe46LjnM933OUKM3AyY,143,,0.0,Anime Study Music
5Dy9zaBoN7Hhs06ij8HerA,307,some vibey music for introspection and character growth. all instrumental and classical so you can focus on reading those boring passages,0.0772,LSAT Studying
5DybI6UJeYoaAffmkMdMGX,32,,0.0,Study Afrobeats
5FHk0NUAkVHqwIFdQdicNW,52,,0.0,Instrumental Disney study music
5FZ3CfBmtxwt7tzhxmRkfl,149,,0.0,study with kpop girls ^_−‪‪❤︎‬
5FdTs4vjR4FNx74ebJJdcK,105,fast-paced unlyrical beats for when I&#x27;m tired but need to study,-0.2382,energy boosting study
5G8BzBCo4tGrTRRhNNJZmY,611,,0.0,lofi for studying and focusing
5HAXI9JJQ1Y3X9CsGqZPYY,493,"Popular hits, peaceful songs &amp; pop music in a chill mix of relaxing piano &amp; guitar versions – for reading, studying, relaxation and more.",0.9118,Study Pop Instrumental Music
5HBIbUCu1PSTSHIBli2FtK,125,,0.0,studying with adhd 
5I19Iu49KYAgALgzYZxcw4,29,nerd who unironically listens to aphex while studying,-0.296,aphex twin study music
5KKEgvvZ03e1REZ9GbrkYa,84,,0.0,seventeen study playlist
5L4lsWzl7PdGOf5qJeEsHJ,216,academic weapon (thx everyone for liking this playlist &lt;3) (ig: @_helenzhan),0.128,Studio Ghibli Studying Music
5LZfI5qNSHT1g9FMLOxTAE,86,"playsit stricly dedicated for studying! can&#x27;t study without some kind of tranquil, classical music in the background :) if you haven&#x27;t tried it, you haven&#x27;t lived... ",0.7351,*fall* classical study 
5M0dCg38nU5Iw6jKadlF07,116,"Christmas piano. Instrumental, no voices. Study, focus, library, concentration, work during Christmas time! Christmas classical music / instrumental Christmas classics. God Jul/joulu/Boże Narodzenie/рождество/Natal/Feliz Navidad/Weihnachten/Kerstmis/Xmas 25 December 2022 2023. Santa says: Ho ho ho!",-0.1739,Christmas Study - instrumental Xmas songs (2023)
5MQQwoyTx41kuUV9tQAYYr,105,,0.0,a lana del rey study playlist 🤍🎧
5NzHPp3paFbMZuKxf1uqkR,628,The perfect Playlist for Concentration Focus Study &amp; Reading,0.5719,Concentration & Study
5OJs7eATLrvZ2Ea9als3lK,100,"Keep focus on your work and stay fantastic. Follow us at <a href=""https://www.instagram.com/fantasticmusique/"">Instagram</a> for more about Fantastic Music.",0.8166,Study Beats
5PP4b9LbbeamBe1Yw4XF56,150,"crying my eyes out, shoving knowledge in my head, procrastinating on everything 🥲💔",-0.4767,studying for APUSH
5QnunH3nEmVsCDdkuMRlRx,74,&amp; corresponding vibes ,0.0,succession best study beats 
5RFVLG2V5zeMksKkT4KLun,101,,0.0,"Lofi Girl 1,2,3,4 am study playlist"
5RGYun1UU0tXGsVGoPYorX,60,,0.0,lana del rey - study 
5S1zrVOxl0NcC5CByxun8I,27,Lofi Girl,0.0,Lofi 1 A.M Study Session
5SpmYy39lnI6jpmN4zkZUn,107,,0.0,soft study country
5TcPHDb4WvEcqfOTe3nlHC,48,,0.0,disney music for studying
5TkR7cBxW7hE6bvEnNrNi4,278,📖📚 (k-idols songs that make y&#x27;all excited and relax while y&#x27;all study) -bonus (mix songs of foreign artists ft k-idol),0.8316,Kpop study playlist (chill fun playlist)
5U1Sd5ndKs0EQd2NzkCxJR,100,Study Lofi Bollywood 📚 Study Hindi Lofi,0.0,Study Lofi Bollywood 📚 Study Hindi Lofi
5Urkhr1EOzG8BzHhyHltKf,176,enjoy listening to the songs ૮꒰ ˶• ༝ •˶꒱ა ♡,0.4939,lofty lofi studying music :)
5VMjRMxWxROmnozaEFOHWV,117,,0.0,study music
5VYi35c35GIf7o5zT5Idcl,112,,0.0,Intense studying
5VaAIvJrNNjSd6ePIMcNnB,55,this is me trying,0.0,studying like rory 
5WQPZF1UsNzFCrHADnb0SM,616,,0.0,Movie Soundtracks for Studying
5WUn58GOw4VrS23naHeu1E,53,Music from Hans Zimmer &amp; others from various movies,0.0,Hans Zimmer / Study Music
5XfQA5OQcguBMbbmkNpfkj,105,yes to heaven by lana was robbed out of this playlist,0.7184,sad 🤝🏼 studying
5XpHwF7Ux3wsd2TqR8u6i1,70,feels like a fairytale,0.3612,fast classical music for fast studying 
5YKP0q3NIFGmJuZCCduYgP,316,&quot;𝘸𝘩𝘰 𝘤𝘢𝘳𝘦𝘴 𝘪𝘧 𝘐&#x27;𝘮 𝘱𝘳𝘦𝘵𝘵𝘺 𝘪𝘧 𝘐 𝘧𝘢𝘪𝘭 𝘮𝘺 𝘧𝘪𝘯𝘢𝘭𝘴?&quot;,0.0,rory gilmore's study playlist
5YfutUzZglCf3gQow2ChJi,300,no words songs for studying (instrumental movie songs),-0.296,no words movie songs for studying
5Ypmle4RP9hBfFSEI7jOsl,137,,0.0,late night studying 
5YsHhyAclXv9Vf54hQKRlE,341,,0.0,Baroque Study Music
5ZcV3LNhY68RFj14fex0Dz,208,my favorite lofi beats [new vers.: the little things],0.4588,study time
5acGzAC0OH4QDVj5hlFqlK,1138,,0.0,Study with me - Ali Abdaal
5aupegiIEZuqf0nO3jnPvP,51,,0.0,finals week study sesh
5axwqQ3WERVUGTU7409T50,59,don&#x27;t know why this has so many likes but i hope you ace that exam &lt;3,0.7086,aphex twin study mix
5cwPclg5ZtafoBPWgZMHMb,274,quiet instrumental songs for reading in bed or falling asleep (picture: &quot;Ophelia&quot; by Friedrich Heyser),-0.1531,classical music to study or sleep to
5dotBcDiaL3c6gY56CUdYy,203,,0.0,Good study music :))
5drOTecmz56vvQq0oUIIhr,115,:),0.4588,hype study music 
5f3IoHhINT3G1Zyn2XdvYI,351,,0.0,grinding out my homework and studying 
5hrNPtxR4zQ6YIo853vfQ8,218,Zelda music that&#x27;s just right for studying,0.0,Zelda Studying Music
5iMPQNcuMfYlWNRNUllc2o,75,Hyperfocus Study Playlist to stop your mind boucing around.,-0.296,ADHD Focus Music 2023
5j8QP4o34EeZKMY7XoSJId,625,,0.0,Disney Instrumentals for Studying
5jfrAVmWH1qUxDxojmmjSR,40,"Great playlist with calm song&#x27;s for studying, sleeping, reading or walks 🍂🍁",0.7506,Romanticize studying - fall playlist 🍁🍂
5k2npuo4MYdaD3alSS5Rlw,545,the kind of playlist that keeps you awake when it’s 3 am and you’re reading Socrates,0.0,studying but make it hype
5kBLP1UlTje5lkD6URDUJs,133,"favorite most beautiful film scores. (also some from shows, commonly used pieces and underrated composers.) has become my go-to nowadays for homework, studying, walks, or sleeping (primarily piano and violin) good for finals, exams, relaxing, AP, IB, College, University, library, fall semester pearl",0.923,movie scores to study to
5lf3XmqYVaQ90OAWKXl4Mh,127,Playlist created for those studying for the Chartered Financial Analyst exam. Good luck!,0.8016,CFA Study
5liu9yHoFYT6TlRGTJRnd4,49,"mirrorball, academic validation, high archiver, slytherin, spencer hastings",0.0,toxic study motivation 
5mAQ6HwZSpMnOnZWDa1Dc6,26,"someone who gets really into greek mythology either ends up worshiping the gods, studying classics or gay (or all 3)",0.25,studying greek mythology
5n6O00wnhia0hwONLUfh2P,27,theory will only take you so far,0.0,studying physics (dramatically)
5nApxzrZYZREOmoPizypvc,242,,0.0,Upbeat Instrumental Study
5nBPsnQKk5WrW3CmPk51Xt,93,,0.0,Study music - movie sountracks
5oFXUG56SPWsf2Td3zY1PG,156,homework sucks so here’s this. spotify keeps trying to snipe this playlist bruh,-0.3612,soft sad songs to study to
5pLW57ERn6gGMxShslHCOr,225,when i need to force myself to work ,0.0,study motivation playlist x100
5pZYjghnmwehmLqycRQ9Iz,12,,0.0,Study motivation 🎧
5pw7Jx8qUTsrwUDTNW4cU1,182,contact @shreya.kumar06 on insta for paid promotions!,0.0,study music but hype
5pzPwQy48gCXzfLs2LqNZU,140,you got this &lt;3 (ctto),0.0,bts study playlist⁷
5q5dfxON77AjmwRexPDpgf,309,"Don&#x27;t stress about exams! Staying calm allows you to study without exhausting yourself, and this ambient nature music will help you do just that, while the melodic presence of a warm synth won&#x27;t distract you from the information you&#x27;re studying. With earphones in, nothing can slow you down!",0.5565,Calming Music for Studying
5qVEV9KSQzl6MR9qUqFzNW,51,who cares if i&#x27;m pretty if i fail my finals ? (pint-porchbirds),0.4019,study playlist (rory gilmore's version)
5qj7fFanBykxpcWQtEKs73,34,,0.0,"Study (No words, acoustic)"
5rRF6bNBuwc5BcEKLadbtS,69,"Mixed LoFi Beats, homework music, late night lofi vibes, vibey beats, lowfi study music, lofi chill vibes, lofi hiphop session, jazz vibes, jazz beats, anime beats, anime lofi, chillhop essentials, relaxed lofi ",0.4939,"LoFi Study 2024 (for sleep, studying and learning lerning, chill)"
5rUsp2nwE7OcBL77jI6ahC,46,나의 blue spring ~ (ctto),0.0,txt chill study ✩｡⋆
5ri4Wnbva5arEBnxjQrDU3,282,"Evangelion – Spirited Away - Ghibli – Jujutsu Kaisen – Naruto – My Hero Academia – Demon Slayer : Calming piano music and peaceful instrumental music for stress relief, studying, work or for your kids or your dogs.",0.9022,Relaxing Anime Music – Chill Soundtracks for Sleep and Study
5rqxR5EqAMxAjADUURi9rc,219,,0.0,Soft Piano Studying
5rsMBcjD3bQ9p0mGMyUp1y,29,"The ultimate cram jam! Focus, concentrate and get motivated with our music!",0.555,Study with The Piano Guys
5sRWfrwzrxnQGE8PVfg0C0,92,,0.0,studying like hermione granger 
5tyB6T5wg7szB0E8Cy46i5,423,i believe in u!!! the ultimate compilation for studying or just relaxing :) updated frequently because the grind never stops 😤&#x2F;&#x2F; check out my new study cafe lofi playlist!,0.8322,study - [lofi + instrumental]
5udVG2DPMqcoqqZKoVJjS4,132,,0.0,Study rap 📚 🎶
5vVTL1WIYoiMAXfVeO2JBE,167,Get work done with these faster beats!  I will always be adding new songs but keeping the originals on this playlist. Click shuffle and enjoy. ,0.68,Study Techno Beats 
5wLAynmCjyG9eBPtu6ILI9,21,,0.0,Autumn study vibes 🍂
5y47jTyaCStLztgVaIDVbY,201,,0.0,chill rap study
5yEwjRG8PIACUOckgScWQw,352,spotify keeps taking this down 👺👺👺😡😡,0.0,chill/study r&b
5z9CdKSqJjAt30rhTlRDZX,130,"The perfect LoFi Playlist for Concentration, Deep Work, Study &amp; Reading. Chill Lo Fi to have in the background and let you focus better.",0.765,LoFi Concentration & Study 🧠
5znV4MF246dskRtTIVirzz,36,Chill with no vocals,-0.296,Study Beats 🎧 - Concentration
605WnshSvUcVRN3qt85z0b,185,Playlist with chill instrumental lofi beats. Perfect to increase focus &#x2F; concentration or just relax. Covers of popular songs and the best new tracks. ,0.9423,BACKGROUND MUSIC 📚 STUDY / WORK
60AFpI0RnBKfOuvMxCok6k,48,,0.0,spanish study music
60FazdTbDH63y3NhpakxV6,111,A mix of classical piano and cello music without any words to help you be productive.,0.4019,Classical/Cello Study
60Qi0XtSmcebIgzlpuuyPm,94,All songs in chronological order. I will be CEO.,0.0,Succession study playlist 
61VrQXFArQeq5UsNyOA1Ix,52,,0.0,study mellow mexican
61wqyCHOxtbisOecM1hhn2,117,,0.0,study intrumental
62JU9w1KySt1KJJxtgJITQ,83,,0.0,all time fave study
64Qgl5h0qP0nK5bFKKY1XE,105,"The following pieces of music were scientifically tested by Dr. Georgi Lozanov and found to help children and adults concentrate and focus better. Play as background music, starting 15-20m prior to starting work for best effect. ",0.9042,Classical Music for ADHD Focus/Study
64kG46LSExZs8g93K7AOJH,244,"best lo-fi music playlist for focus &#x2F; concentration. chill popular beats, perfect for studying &#x2F; working",0.8934,lofi study covers 🟠 2023 
65Y5kSlnlJ1tCkt9u2zVK5,169,"Hours of lyricless melodic electronica to facilitate deep hypnotic concentration and productive work. Focus your brain with chill motivational bass, trance, chillstep, house, EDM, ESM, minimal techno, deep dance, lo-fi, downtempo beats, and relaxing atmospheric calm. submitmusic.to&#x2F;DeepESM",0.6705,Deep Electronic Instrumental Study//Focus//ESM//EDM
65t4dp9PWw5imHuvklbKgS,213,Playlist transferred with SongShift,0.0,rap study sesh
65ypg1xqSjbywynHHrt6Ur,75,,0.0,Calming study music
66ObUW8grgqgWyFemzkWqm,462,"Studying lo-fi homework &amp; deep focus playlist lowfi chillhop jazz late night working calm hiphop 24/7 radio songs lofi girl vibe 2024 <a href=""spotify:playlist:6Hd95DSL4XoCJG9Yuawecq"">Christmas Lofi Jazz</a> ",0.3182,Study lofi 2023
66QpvBvnc9HQXr29fvuJdV,102,,0.0,cozy christmas study <3
671ZWlQMPSY2IO6Ot7b57V,82,Study.,0.0,Study Lofi 2023
69KzikJmXzl00stYIaJkKn,3676,,0.0,Study time
69OPMAV5t1J1OsvNhh9kpp,80,bc dancing and studying works,0.0,adhd study bANGERS
69gab6kYfyxbwvdlsEWfrk,132,,0.0,Study Tunes
